chatGPT 구글 코랩 활용한 파이썬 웹 크롤링 하는법 (네이버 블로그 예시),https://m.blog.naver.com/skdaksdptn/223151211054
대구코딩 파이썬 리스트 만들기와 인덱스,https://m.blog.naver.com/hma778/223241838561
"파이썬(Python) 기본 내장 데이터형, 자료형에 대한 설명",https://mainia.tistory.com/4581
학점은행제 컴퓨터공학 + 코딩 파이썬 인강! 기초 공부 독학해요,https://m.cafe.naver.com/outcampus/738573?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im91dGNhbXB1cyIsImFydGljbGVJZCI6NzM4NTczLCJpc3N1ZWRBdCI6MTY5ODIwODc2OTAwMn0.UpsxFRltFZiiLQKMAqJPhc4DZfnp3bSthJWn7hxQlEw
파이썬 공부는 IT전문교육기관 아이티동스쿨에서!,https://adcr.naver.com/adcr?x=A0F4wFyPTDF3zyZc45sIhP///w==kCaa7pCticCLZuvsuPHsgMnX1FWL2Y+RZpm1bkyNg3hX//WesFiHtzW8AgLImhsKYLywyC9f/Fdrsm+qTxJMZoBG+hZIgYkdhPW5ikMznmI2zYc0MB9gj+WYqbeiWW7XIVGuXl1C49genB9iSb6iP1ZVheG2Y+5wu7xZndh8cOR7HsAlrpzF3uR82dG8GBtYxziLhwbQcVa9UCBN01G9LMmh6v56I1v2xbhOFmuSM5sylkcaTChytLkx0dcYL1wyqGJ2ItNLq5Odp4piVBhJfaTyL3rnxNckqCYjuaNE74Je+tjKk57HtbJS6/3SIJJD/jgCUwq5mMlELW4RH2DR+ckXfv6aptRbHo8Tbn/zCou6Q80Em/wk7WrRjJr8eR8pMyqKeyClRsM3dtYZSJVFX15nh/1R7FvAMsovxkZzamXLnzkdGJtX+Zbyh3dBQE8qDlQcPBn8eddqFR0/yJTw8rmcwlLC8oyHnIw4PBlVVg2SYXQBebbXUbEx8lIM4btdm9Qm1i2gzBrnPYwqDjN5qZbh/qSZ7N6vCVEjqpDilXrGOjg18OB3+qOm6hZ2J18JWox4ZQ38kNTEkZ4RF3Vzk3oF5bJRZD64lI5i69Lt/yKRiwTFFuqtqFc6qgwDIlm5w
"헤스티아 컨설팅, 파이썬 코딩 EC프로그램 워크샵",https://adcr.naver.com/adcr?x=OrJIgC1xW0WZVhMVOSQiZv///w==kjUN4LmtD1RTd13KTNXoPNakHlvO50rmCYVBlsPL/4FrCmOKrlsuB/uxBhmxEjH/EB1IIzI9QS1HruOy19IzIrpcZbqh3gii7qMaBkjRato9ELu3KYdWCwAN47nJpGDW2+jT+MQTzSN0fYEifRVRyyDN8KawiSovrA4uEWYgYZiU7BngPyKIHc0jCZR4kGlRQdd7mN0IrlhPibYZXUHXWgljeqTWZTyl/0uWZEg04PkyofvKbcUO1/+/iYH3RMbironHiJxc3SRHjgCkjIuALcC0irjK6h27AXFh9rer5oS7HZIu7h7hktSpKEKCPDhMJgHr/nd7Nw7llLN4q00sSM+oxHjpcHKNcAMSZNU2ybS/m6Yom8VbPoRlx6h986z81L+ZBoerTfgMEeIqnSm3SpaIxbPAFFzrdlwWoo3QZBbLUgQbWK4EvLDe70gqlu1FZvA9AH0p/CTEyFka1ZaKmxQjwqQ5/GmYFnxKOvwNwPQ08Buo0sw7x/q9fEhi/yTXm2fE/tF2HVPvH8Nz39mCZYDDwdS4trFONG51RiDJ1Z4A5OHKkELqe3A/nQySWqHeYraraQavKNzVccyY1zBb+E+v4lacsmC62K9ta6dl2ZROInmZr0wOwDocV2V3JM9Kw
파이썬공부 이해하기 쉬운 강의와 함께라면?,https://m.cafe.naver.com/hotengnet/933550?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImhvdGVuZ25ldCIsImFydGljbGVJZCI6OTMzNTUwLCJpc3N1ZWRBdCI6MTY5ODIwODc2OTAwM30.Jc0dpmOODKo5wqqOXKBGLigIebfKyNBZqBxoMipWTFg
파이썬학원 : 기본부터 프로젝트까지의 교육과정,https://m.blog.naver.com/urmyver/223145548797
[코딩] c언어나 파이썬 어느정도 배워야 정올준비하나요?,https://m.cafe.naver.com/mathall/2685263?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Im1hdGhhbGwiLCJhcnRpY2xlSWQiOjI2ODUyNjMsImlzc3VlZEF0IjoxNjk4MjA4NzY5MDA0fQ.8iRlLuGRhUM_XRlVZ_Oq4TZ0Y8HHNfUV7ThnhFUxIqk
[스마트리움] 미션 파서블! 파이썬 기초 코딩 프로그램 소개,https://m.blog.naver.com/epgulib/223243398025
미리 알아보는 학과별 프로그래밍: 파이썬,https://m.blog.naver.com/sw_maestro/223241764993
"프로그래밍 언어 파이썬, c언어, 자바",https://adcr.naver.com/adcr?x=JGMZTyI8Di09mZS4jeLAbf///w==k2kAsofKioD7yl7IDqu0Y1T21ZVI3fybQQVA31GJwKsmTRYIDUMKYzNBkFmKscpHoeufclE3gl1J/FazoNVPqle2zni266OBFuKlcFhOYKSBoRF/zCj5/wjsvqGIHAAJqeQM+g7KmnV7YmHHwOKsLrnpQ175r4g0UjgnRzT0BCv8p3woLokldmuxqpoiw5JqdFUMsxjMmOLVTAiZ79QdaTGf6Fi5b20xL1U3VlkzWaunch7YLYqx9t/wdT6YJ85tkU4nLTYIeazF+bj/4ZIcIEqrCbovfN+A+7IKWcpclMDKMYVmmk2kIajRWIKBpD01wyRJ+G8roYkwFc1dUysz4AmW+JxBcNFtLiHKNVu9rTHkMw5gxvMgtAfpldJuQEVo0/a2pQf8PRWHOehp0/KHdmHcIVeFoKcRoUVKy64LRyv6xh+qGYec6sXJTUHKEWdnK1CPDockNH7dk3gwXkienzhFgH8f4D3XYns4m+JCPZsot+9JNnogMX3CIfHTj1IN7v1BkRBpXKg7vWMu0/0JW825ShAzUSLcBhagHJev9+W7WcolKQFD5VhlRuZ7OfLmH559cVh2l56yQ3v40Ey4IZab1E2vs5rGQcy9HrKMs/x6ru4moYtaR1dRD0Kk2WnJx
파이썬 온라인강의로 독학 이렇게 하자!,https://adcr.naver.com/adcr?x=+MamjKlJuaHAeimWrTiqqf///w==kR/iyfshxn8kkagYITmGDY2gWk5/7kAB/mdUrPY5+6BuvM0mJle+RyKxC+9O2ozagwbm6NSkpZJRT+Rd5BGgDtB1ksDWCbaERkT/OaK7xx8N9hziZf8XajZfXe4lsKeQ7la4Er28K2KDRo0L67K8Z3jVN32Y8PGTrWuld36mjt3b3DZPvjlwxbJEFm0lgaIFymOzOhEOfVSuQm3/rwXd3Iws6wENG7k6gLdZKO7A74HJbziIE9YL6k0tDLnDnTqK70amPe94RtKagFxS6vSbz1IZF/gevxvXVen0ATmOxzscsi6NYtPh+CM/0S1BurwnAM81fgsFrIPzbOrH0E6Of1CvIrqk2zxRr/z7bJBgAP2g4qeLRV/Khahyc7Mj9Gyp8kdelZKYLKHubmliipHjRu38Qy/B+xAnvAqnrQ/vusigkJDfT8Ak1khgxH7btBYPcxVtczY/NfW9Vyw5I5zm9mKxXDpmqT6CnM3Qg5zZHKIs35hoe3BYlFzCky1+v/X5Vj9Lwl0iS4DMUsJiLGF+a/0Cfd9Oc4n1/Jw1pudDVtjboROw9D/kYAsOBTnMEQWsoB/YM3x5CFWpvSXZc6j6zCaYC9rWBd/itwMVvRx62jdy251ATTvJMH4G+gLfy7eXa
왕초보인데 파이썬 마스터 자격증,https://m.cafe.naver.com/sqlpd/60984?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InNxbHBkIiwiYXJ0aWNsZUlkIjo2MDk4NCwiaXNzdWVkQXQiOjE2OTgyMDg3NjkwMDZ9.9K_XJ2tkYp25Zl-xlE3Jf5jPzsX9COPTZM57EqLg2XE
프로그래밍언어의 기본:파이썬학원,https://m.blog.naver.com/chan63078/223229537199
파이썬 기반 오토캐드 설계 자동화 도구 개발,https://m.blog.naver.com/caetoday/223229904526
파이썬강의 기초부터 실무까지 모두 담고있다고?,https://m.blog.naver.com/skyktc/223234408078
파이썬의 데이터 형,https://m.blog.naver.com/alfee0/223193431008
김포 고촌 직장인 코딩 학원 C언어 파이썬 자바스크립트 컴퓨터 과외,https://m.cafe.naver.com/jikup2/467752?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6Imppa3VwMiIsImFydGljbGVJZCI6NDY3NzUyLCJpc3N1ZWRBdCI6MTY5ODIwODc2OTAwOH0.WO_PEJTMLyO-os0ZXWaDyv649aHH6j-nKKWMW97szbc
맥린이 파이썬 질문 좀 드립니다.,https://m.cafe.naver.com/inmacbook/2666973?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImlubWFjYm9vayIsImFydGljbGVJZCI6MjY2Njk3MywiaXNzdWVkQXQiOjE2OTgyMDg3NjkwMDl9.uG9miyvizfZlRC4OgEUpV6nCZm3Eeghx5OmciURgAQE
"자바 파이썬 웹개발 언어 차이점, 장단점은?",https://m.cafe.naver.com/winspec/561954?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6IndpbnNwZWMiLCJhcnRpY2xlSWQiOjU2MTk1NCwiaXNzdWVkQXQiOjE2OTgyMDg3NjkwMDl9.QgRgbfFB9BMxdEfzZoZqgYkPfJ0xjPedWv_Zv3iWTj8
C 언어와 파이썬,https://m.blog.naver.com/tipsware/223204069601
학교에서 Python(파이썬) 을 이용한 수업을 한다는데 이 툴은 배우기 많이 어렵나요?,https://m.cafe.naver.com/steamindiegame/12672681?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6InN0ZWFtaW5kaWVnYW1lIiwiYXJ0aWNsZUlkIjoxMjY3MjY4MSwiaXNzdWVkQXQiOjE2OTgyMDg3NjkwMTB9.f1OX3lqP2MF919zqcuL3o7VsiHg13IYXscoaxKwDgJw
파이썬이 활용되는 대표적인 3가지 분야,https://m.blog.naver.com/solim5351/223236443504
비주얼 스튜디오 코드 다운로드 설치하여 파이썬 공부 시작하자,https://m.blog.naver.com/kr208h/223231948299
PYTHON 파이썬 프로그래밍 장점과 단점,https://m.blog.naver.com/djusti/223239608485
파이썬개발자학원 자격증 취득 + 프로그래밍,https://m.cafe.naver.com/iseumcomics/8960?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWFyY2gtY2FmZS1wcg.eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjYWZlVHlwZSI6IkNBRkVfVVJMIiwiY2FmZVVybCI6ImlzZXVtY29taWNzIiwiYXJ0aWNsZUlkIjo4OTYwLCJpc3N1ZWRBdCI6MTY5ODIwODc2OTAxMn0.2WPfI2b-puawEkmZY1lMGhSuOGKzybqWCfwul9qNBNo
서면빅데이터학원::빅데이터란??파이썬이란??,https://m.blog.naver.com/gnuoes66/223244453687
